card_ids,cards,runs_with_package,pct_runs_with_package,avg_damage,damage_vs_all_wins,avg_final_hp_fraction,avg_turns
BLOODLETTING;TAUNT;THUNDERCLAP,Bloodletting + Taunt + Thunderclap,8,5.0,382.2,1.1,0.475,112.1
BLOODLETTING;RAGE;THUNDERCLAP,Bloodletting + Rage + Thunderclap,8,5.0,382.4,1.2,0.568,114.4
BLOODLETTING;BURNING_PACT;PILLAGE,Bloodletting + Burning Pact + Pillage,8,5.0,382.6,1.4,0.449,111.8
BLOOD_WALL;DOMINATE;EVIL_EYE,Blood Wall + Dominate + Evil Eye,8,5.0,382.6,1.4,0.48,109.1
BLUDGEON;POMMEL_STRIKE;TREMBLE,Bludgeon + Pommel Strike + Tremble,8,5.0,382.9,1.7,0.484,112.8
BLOODLETTING;RUPTURE;VICIOUS,Bloodletting + Rupture + Vicious,8,5.0,382.9,1.7,0.542,112.4
EXPECT_A_FIGHT;FIGHT_ME;SHRUG_IT_OFF,Expect A Fight + Fight Me + Shrug It Off,8,5.0,382.9,1.7,0.349,101.9
COLOSSUS;INFERNO;VICIOUS,Colossus + Inferno + Vicious,8,5.0,383,1.8,0.681,115
SHRUG_IT_OFF;TAUNT;THUNDERCLAP,Shrug It Off + Taunt + Thunderclap,8,5.0,383,1.8,0.507,113.6
BURNING_PACT;SHRUG_IT_OFF;WHIRLWIND,Burning Pact + Shrug It Off + Whirlwind X,8,5.0,383.1,1.9,0.392,120.5
COLOSSUS;HEADBUTT;INFERNO,Colossus + Headbutt + Inferno,8,5.0,383.2,2.1,0.64,112.2
BLOODLETTING;THRASH;THUNDERCLAP,Bloodletting + Thrash + Thunderclap,8,5.0,383.4,2.2,0.484,104.4
INFERNO;SHRUG_IT_OFF;TAUNT,Inferno + Shrug It Off + Taunt,8,5.0,384,2.8,0.511,107.9
BLOODLETTING;UNRELENTING;UPPERCUT,Bloodletting + Unrelenting + Uppercut,8,5.0,384.1,2.9,0.412,115.9
RUPTURE;SHRUG_IT_OFF;TAUNT,Rupture + Shrug It Off + Taunt,8,5.0,384.2,3.1,0.495,113
FEEL_NO_PAIN;HEADBUTT;MOLTEN_FIST,Feel No Pain + Headbutt + Molten Fist,8,5.0,384.2,3.1,0.453,123.5
BLOOD_WALL;EVIL_EYE;HEADBUTT,Blood Wall + Evil Eye + Headbutt,8,5.0,384.2,3.1,0.539,120.9
DOMINATE;PERFECTED_STRIKE;UPPERCUT,Dominate + Perfected Strike + Uppercut,8,5.0,384.5,3.3,0.411,113.8
COLOSSUS;POMMEL_STRIKE;STAMPEDE,Colossus + Pommel Strike + Stampede,8,5.0,384.6,3.4,0.619,117.9
DARK_EMBRACE;OFFERING;POMMEL_STRIKE,Dark Embrace + Offering + Pommel Strike,8,5.0,384.6,3.4,0.488,119.6
BATTLE_TRANCE;EXPECT_A_FIGHT;VICIOUS,Battle Trance + Expect A Fight + Vicious,8,5.0,384.6,3.4,0.477,113.9
ANGER;CRIMSON_MANTLE;POMMEL_STRIKE,Anger + Crimson Mantle + Pommel Strike,8,5.0,384.8,3.6,0.427,112.4
PILLAGE;SHRUG_IT_OFF;TRUE_GRIT,Pillage + Shrug It Off + True Grit,8,5.0,384.9,3.7,0.488,120.4
ARMAMENTS;BLOODLETTING;PYRE,Armaments + Bloodletting + Pyre,8,5.0,385.1,3.9,0.515,119.2
BLOODLETTING;FIEND_FIRE;TAUNT,Bloodletting + Fiend Fire + Taunt,8,5.0,385.2,4.1,0.54,121.1
FLAME_BARRIER;SHRUG_IT_OFF;THUNDERCLAP,Flame Barrier + Shrug It Off + Thunderclap,8,5.0,385.4,4.2,0.488,113.2
HEMOKINESIS;TRUE_GRIT;UPPERCUT,Hemokinesis + True Grit + Uppercut,8,5.0,385.4,4.2,0.533,129
POMMEL_STRIKE;STOKE;UPPERCUT,Pommel Strike + Stoke + Uppercut,8,5.0,385.4,4.2,0.571,120.6
BLOODLETTING;EXPECT_A_FIGHT;PILLAGE,Bloodletting + Expect A Fight + Pillage,8,5.0,385.5,4.3,0.458,110.4
POMMEL_STRIKE;TRUE_GRIT;UNMOVABLE,Pommel Strike + True Grit + Unmovable,8,5.0,385.5,4.3,0.512,122.5
BURNING_PACT;INFERNO;POMMEL_STRIKE,Burning Pact + Inferno + Pommel Strike,8,5.0,385.6,4.4,0.706,122.4
CRIMSON_MANTLE;POMMEL_STRIKE;VICIOUS,Crimson Mantle + Pommel Strike + Vicious,8,5.0,385.6,4.4,0.448,113.1
BURNING_PACT;TREMBLE;VICIOUS,Burning Pact + Tremble + Vicious,8,5.0,385.9,4.7,0.592,119.5
DOMINATE;HEADBUTT;PERFECTED_STRIKE,Dominate + Headbutt + Perfected Strike,8,5.0,385.9,4.7,0.456,106
FLAME_BARRIER;SHRUG_IT_OFF;TRUE_GRIT,Flame Barrier + Shrug It Off + True Grit,8,5.0,386,4.8,0.641,135.5
HEADBUTT;RUPTURE;TAUNT,Headbutt + Rupture + Taunt,8,5.0,386,4.8,0.504,120
BLOODLETTING;POMMEL_STRIKE;SHOCKWAVE,Bloodletting + Pommel Strike + Shockwave,8,5.0,386.1,4.9,0.568,115.1
INFERNO;RUPTURE;SHRUG_IT_OFF,Inferno + Rupture + Shrug It Off,8,5.0,386.6,5.4,0.56,107
BURNING_PACT;SECOND_WIND;TRUE_GRIT,Burning Pact + Second Wind + True Grit,8,5.0,386.6,5.4,0.501,126.5
ANGER;ARMAMENTS;VICIOUS,Anger + Armaments + Vicious,8,5.0,386.6,5.4,0.714,127
EVIL_EYE;OFFERING;TAUNT,Evil Eye + Offering + Taunt,8,5.0,386.8,5.6,0.621,108.4
BLOODLETTING;FLAME_BARRIER;VICIOUS,Bloodletting + Flame Barrier + Vicious,8,5.0,386.9,5.7,0.617,126.2
ASHEN_STRIKE;DOMINATE;OFFERING,Ashen Strike + Dominate + Offering,8,5.0,387,5.8,0.4,111.8
BATTLE_TRANCE;COLOSSUS;EXPECT_A_FIGHT,Battle Trance + Colossus + Expect A Fight,8,5.0,387,5.8,0.425,110.6
ARMAMENTS;POMMEL_STRIKE;THUNDERCLAP,Armaments + Pommel Strike + Thunderclap,8,5.0,387.8,6.6,0.551,119.2
FORGOTTEN_RITUAL;SHRUG_IT_OFF;STOMP,Forgotten Ritual + Shrug It Off + Stomp,8,5.0,387.8,6.6,0.506,119.4
EXPECT_A_FIGHT;POMMEL_STRIKE;TWIN_STRIKE,Expect A Fight + Pommel Strike + Twin Strike,8,5.0,387.9,6.7,0.318,115.1
BLOODLETTING;BURNING_PACT;SPITE,Bloodletting + Burning Pact + Spite,8,5.0,388,6.8,0.555,118.1
BLOOD_WALL;FORGOTTEN_RITUAL;HEADBUTT,Blood Wall + Forgotten Ritual + Headbutt,8,5.0,388,6.8,0.476,110.9
ARMAMENTS;BLOOD_WALL;CRIMSON_MANTLE,Armaments + Blood Wall + Crimson Mantle,8,5.0,388.2,7.1,0.404,114.9
BURNING_PACT;PERFECTED_STRIKE;TAUNT,Burning Pact + Perfected Strike + Taunt,8,5.0,388.2,7.1,0.344,119.1
BLOODLETTING;SHRUG_IT_OFF;ULTIMATE_DEFEND,Bloodletting + Shrug It Off + Ultimate Defend,8,5.0,388.9,7.7,0.653,116.9
BLOOD_WALL;SHRUG_IT_OFF;STAMPEDE,Blood Wall + Shrug It Off + Stampede,8,5.0,389,7.8,0.451,118.4
BLOODLETTING;BURNING_PACT;THUNDERCLAP,Bloodletting + Burning Pact + Thunderclap,8,5.0,389.1,7.9,0.447,119.4
BATTLE_TRANCE;BURNING_PACT;MOLTEN_FIST,Battle Trance + Burning Pact + Molten Fist,8,5.0,389.1,7.9,0.45,124.9
OFFERING;THUNDERCLAP;TRUE_GRIT,Offering + Thunderclap + True Grit,8,5.0,389.2,8.1,0.501,110.9
CASCADE;FEEL_NO_PAIN;POMMEL_STRIKE,Cascade X + Feel No Pain + Pommel Strike,8,5.0,389.2,8.1,0.455,109.6
BLOODLETTING;DRUM_OF_BATTLE;VICIOUS,Bloodletting + Drum Of Battle + Vicious,8,5.0,389.4,8.2,0.678,117.1
HEADBUTT;THUNDERCLAP;TREMBLE,Headbutt + Thunderclap + Tremble,8,5.0,389.4,8.2,0.618,120.4
ARMAMENTS;FLAME_BARRIER;UPPERCUT,Armaments + Flame Barrier + Uppercut,8,5.0,389.5,8.3,0.58,146.2
BLOODLETTING;BURNING_PACT;WHIRLWIND,Bloodletting + Burning Pact + Whirlwind X,8,5.0,389.5,8.3,0.401,112.6
FEEL_NO_PAIN;POMMEL_STRIKE;PYRE,Feel No Pain + Pommel Strike + Pyre,8,5.0,389.6,8.4,0.446,127.6
ARMAMENTS;EXPECT_A_FIGHT;TREMBLE,Armaments + Expect A Fight + Tremble,8,5.0,389.6,8.4,0.521,125.9
AGGRESSION;BURNING_PACT;SHRUG_IT_OFF,Aggression + Burning Pact + Shrug It Off,8,5.0,389.8,8.6,0.519,121.2
ARMAMENTS;OFFERING;TRUE_GRIT,Armaments + Offering + True Grit,8,5.0,390,8.8,0.583,111
DOMINATE;OFFERING;SECOND_WIND,Dominate + Offering + Second Wind,8,5.0,390,8.8,0.468,122.1
BATTLE_TRANCE;COLOSSUS;MOLTEN_FIST,Battle Trance + Colossus + Molten Fist,8,5.0,390,8.8,0.407,114.1
FORGOTTEN_RITUAL;TRUE_GRIT;UPPERCUT,Forgotten Ritual + True Grit + Uppercut,8,5.0,390.4,9.2,0.501,115.4
BLOODLETTING;FIGHT_ME;VICIOUS,Bloodletting + Fight Me + Vicious,8,5.0,390.5,9.3,0.423,116
BURNING_PACT;FEEL_NO_PAIN;HEADBUTT,Burning Pact + Feel No Pain + Headbutt,8,5.0,390.8,9.6,0.466,109.5
ARMAMENTS;TAUNT;UPPERCUT,Armaments + Taunt + Uppercut,8,5.0,390.9,9.7,0.577,135.8
STONE_ARMOR;TRUE_GRIT;UPPERCUT,Stone Armor + True Grit + Uppercut,8,5.0,390.9,9.7,0.567,148.9
BLOODLETTING;SHOCKWAVE;SHRUG_IT_OFF,Bloodletting + Shockwave + Shrug It Off,8,5.0,391,9.8,0.507,117.6
CONFLAGRATION;POMMEL_STRIKE;SHRUG_IT_OFF,Conflagration + Pommel Strike + Shrug It Off,8,5.0,391,9.8,0.589,117.1
FEEL_NO_PAIN;FLAME_BARRIER;POMMEL_STRIKE,Feel No Pain + Flame Barrier + Pommel Strike,8,5.0,391.1,9.9,0.438,124.6
ARMAMENTS;EXPECT_A_FIGHT;PILLAGE,Armaments + Expect A Fight + Pillage,8,5.0,391.2,10.1,0.497,116.9
BATTLE_TRANCE;OFFERING;TAUNT,Battle Trance + Offering + Taunt,8,5.0,391.4,10.2,0.476,118.6
COLOSSUS;FEEL_NO_PAIN;UPPERCUT,Colossus + Feel No Pain + Uppercut,8,5.0,391.9,10.7,0.51,127.5
BULLY;COLOSSUS;SHRUG_IT_OFF,Bully + Colossus + Shrug It Off,8,5.0,391.9,10.7,0.535,111.8
BATTLE_TRANCE;RAGE;UPPERCUT,Battle Trance + Rage + Uppercut,8,5.0,392,10.8,0.503,121.6
BLOOD_WALL;BULLY;MOLTEN_FIST,Blood Wall + Bully + Molten Fist,8,5.0,392,10.8,0.545,121.5
COLOSSUS;THUNDERCLAP;VICIOUS,Colossus + Thunderclap + Vicious,8,5.0,392,10.8,0.602,117.8
DOMINATE;OFFERING;VICIOUS,Dominate + Offering + Vicious,8,5.0,392,10.8,0.432,105.2
EVIL_EYE;SECOND_WIND;TREMBLE,Evil Eye + Second Wind + Tremble,8,5.0,392.1,10.9,0.762,126.9
ASHEN_STRIKE;UPPERCUT;VICIOUS,Ashen Strike + Uppercut + Vicious,8,5.0,392.2,11.1,0.585,111
BLOODLETTING;STAMPEDE;TREMBLE,Bloodletting + Stampede + Tremble,8,5.0,392.6,11.4,0.566,116
BURNING_PACT;CRIMSON_MANTLE;SHRUG_IT_OFF,Burning Pact + Crimson Mantle + Shrug It Off,8,5.0,392.8,11.6,0.43,124.2
BLOOD_WALL;BURNING_PACT;INFERNO,Blood Wall + Burning Pact + Inferno,8,5.0,392.8,11.6,0.633,118.4
HEADBUTT;HOWL_FROM_BEYOND;TRUE_GRIT,Headbutt + Howl From Beyond + True Grit,8,5.0,393,11.8,0.658,126.1
DARK_EMBRACE;POMMEL_STRIKE;STOKE,Dark Embrace + Pommel Strike + Stoke,8,5.0,393.1,11.9,0.519,119.8
IRON_WAVE;POMMEL_STRIKE;TAUNT,Iron Wave + Pommel Strike + Taunt,8,5.0,393.1,11.9,0.421,113
BLOOD_WALL;EXPECT_A_FIGHT;HEADBUTT,Blood Wall + Expect A Fight + Headbutt,8,5.0,393.1,11.9,0.451,118.9
BLOOD_WALL;DRUM_OF_BATTLE;POMMEL_STRIKE,Blood Wall + Drum Of Battle + Pommel Strike,8,5.0,393.2,12.1,0.565,113.6
BURNING_PACT;DOMINATE;STONE_ARMOR,Burning Pact + Dominate + Stone Armor,8,5.0,393.2,12.1,0.436,118.2
EXPECT_A_FIGHT;MOLTEN_FIST;POMMEL_STRIKE,Expect A Fight + Molten Fist + Pommel Strike,8,5.0,393.6,12.4,0.335,123.5
ARMAMENTS;BATTLE_TRANCE;FIEND_FIRE,Armaments + Battle Trance + Fiend Fire,8,5.0,393.8,12.6,0.378,116.4
FEEL_NO_PAIN;SECOND_WIND;UPPERCUT,Feel No Pain + Second Wind + Uppercut,8,5.0,394,12.8,0.531,127.5
FLAME_BARRIER;POMMEL_STRIKE;THUNDERCLAP,Flame Barrier + Pommel Strike + Thunderclap,8,5.0,394,12.8,0.448,117.2
BATTLE_TRANCE;EVIL_EYE;OFFERING,Battle Trance + Evil Eye + Offering,8,5.0,394,12.8,0.532,115.8
MAD_SCIENCE;OFFERING;POMMEL_STRIKE,Mad Science + Offering + Pommel Strike,8,5.0,394.1,12.9,0.504,108.2
BURNING_PACT;FORGOTTEN_RITUAL;HEADBUTT,Burning Pact + Forgotten Ritual + Headbutt,8,5.0,394.1,12.9,0.379,116.2
BLOODLETTING;FEEL_NO_PAIN;STOKE,Bloodletting + Feel No Pain + Stoke,8,5.0,394.2,13.1,0.571,116.5
BLOODLETTING;CRIMSON_MANTLE;EXPECT_A_FIGHT,Bloodletting + Crimson Mantle + Expect A Fight,8,5.0,394.2,13.1,0.439,123.8
ASHEN_STRIKE;EVIL_EYE;TRUE_GRIT,Ashen Strike + Evil Eye + True Grit,8,5.0,394.6,13.4,0.626,128.6
FEEL_NO_PAIN;UPPERCUT;VICIOUS,Feel No Pain + Uppercut + Vicious,8,5.0,394.8,13.6,0.613,120.9
ARMAMENTS;BLOODLETTING;TEAR_ASUNDER,Armaments + Bloodletting + Tear Asunder,8,5.0,394.8,13.6,0.463,111.2
FLAME_BARRIER;POMMEL_STRIKE;RAGE,Flame Barrier + Pommel Strike + Rage,8,5.0,394.8,13.6,0.411,133
BURNING_PACT;PILLAGE;POMMEL_STRIKE,Burning Pact + Pillage + Pommel Strike,8,5.0,395.6,14.4,0.403,111.5
DOMINATE;EXPECT_A_FIGHT;HEADBUTT,Dominate + Expect A Fight + Headbutt,8,5.0,395.6,14.4,0.496,122.4
ANGER;FIEND_FIRE;SHRUG_IT_OFF,Anger + Fiend Fire + Shrug It Off,8,5.0,395.9,14.7,0.609,123.8
BLUDGEON;SHRUG_IT_OFF;TREMBLE,Bludgeon + Shrug It Off + Tremble,8,5.0,396,14.8,0.511,115.9
FLAME_BARRIER;SHRUG_IT_OFF;VICIOUS,Flame Barrier + Shrug It Off + Vicious,8,5.0,396.4,15.2,0.551,119.5
BLUDGEON;FEEL_NO_PAIN;POMMEL_STRIKE,Bludgeon + Feel No Pain + Pommel Strike,8,5.0,396.5,15.3,0.504,117.6
BLOOD_WALL;FIGHT_ME;SHRUG_IT_OFF,Blood Wall + Fight Me + Shrug It Off,8,5.0,396.5,15.3,0.482,107
BLOODLETTING;DARK_EMBRACE;TREMBLE,Bloodletting + Dark Embrace + Tremble,8,5.0,396.9,15.7,0.699,121.5
BATTLE_TRANCE;BLOOD_WALL;EXPECT_A_FIGHT,Battle Trance + Blood Wall + Expect A Fight,8,5.0,396.9,15.7,0.322,108.2
BURNING_PACT;POMMEL_STRIKE;RUPTURE,Burning Pact + Pommel Strike + Rupture,8,5.0,397,15.8,0.512,119.1
POMMEL_STRIKE;SHOCKWAVE;TRUE_GRIT,Pommel Strike + Shockwave + True Grit,8,5.0,397.1,15.9,0.52,119.8
BLOODLETTING;DARK_EMBRACE;FEEL_NO_PAIN,Bloodletting + Dark Embrace + Feel No Pain,8,5.0,397.1,15.9,0.698,120.5
FLAME_BARRIER;POMMEL_STRIKE;STOKE,Flame Barrier + Pommel Strike + Stoke,8,5.0,397.1,15.9,0.369,122.6
ASHEN_STRIKE;BLOOD_WALL;EVIL_EYE,Ashen Strike + Blood Wall + Evil Eye,8,5.0,397.4,16.2,0.55,116.6
OFFERING;TREMBLE;VICIOUS,Offering + Tremble + Vicious,8,5.0,397.6,16.4,0.589,105
COLOSSUS;SECOND_WIND;SHRUG_IT_OFF,Colossus + Second Wind + Shrug It Off,8,5.0,397.8,16.6,0.717,121
AGGRESSION;BLOODLETTING;BURNING_PACT,Aggression + Bloodletting + Burning Pact,8,5.0,397.8,16.6,0.474,122
OFFERING;POMMEL_STRIKE;STOKE,Offering + Pommel Strike + Stoke,8,5.0,397.9,16.7,0.412,119
BATTLE_TRANCE;CASCADE;POMMEL_STRIKE,Battle Trance + Cascade X + Pommel Strike,8,5.0,398,16.8,0.431,111.4
COLOSSUS;DARK_EMBRACE;SHRUG_IT_OFF,Colossus + Dark Embrace + Shrug It Off,8,5.0,398.5,17.3,0.645,124.5
BLOOD_WALL;EXPECT_A_FIGHT;TREMBLE,Blood Wall + Expect A Fight + Tremble,8,5.0,398.5,17.3,0.531,113.5
CRUELTY;SHRUG_IT_OFF;TRUE_GRIT,Cruelty + Shrug It Off + True Grit,8,5.0,398.6,17.4,0.395,120.8
ANGER;CRIMSON_MANTLE;TRUE_GRIT,Anger + Crimson Mantle + True Grit,8,5.0,398.9,17.7,0.519,117.9
COLOSSUS;OFFERING;TRUE_GRIT,Colossus + Offering + True Grit,8,5.0,399.1,17.9,0.545,114.1
DARK_EMBRACE;POMMEL_STRIKE;TREMBLE,Dark Embrace + Pommel Strike + Tremble,8,5.0,399.1,17.9,0.612,120.1
BLOODLETTING;BLOOD_WALL;DARK_EMBRACE,Bloodletting + Blood Wall + Dark Embrace,8,5.0,399.4,18.2,0.493,119.1
ARMAMENTS;TREMBLE;VICIOUS,Armaments + Tremble + Vicious,8,5.0,399.5,18.3,0.691,120.5
BLOODLETTING;BREAKTHROUGH;TRUE_GRIT,Bloodletting + Breakthrough + True Grit,8,5.0,399.6,18.4,0.41,113.4
BLOOD_WALL;OFFERING;UPPERCUT,Blood Wall + Offering + Uppercut,8,5.0,399.6,18.4,0.433,119.8
INFLAME;TREMBLE;VICIOUS,Inflame + Tremble + Vicious,8,5.0,399.8,18.6,0.683,123.1
OFFERING;THUNDERCLAP;UPPERCUT,Offering + Thunderclap + Uppercut,8,5.0,399.8,18.6,0.541,118.6
BATTLE_TRANCE;FLAME_BARRIER;TAUNT,Battle Trance + Flame Barrier + Taunt,8,5.0,400,18.8,0.462,119.6
EXPECT_A_FIGHT;HEADBUTT;TREMBLE,Expect A Fight + Headbutt + Tremble,8,5.0,400,18.8,0.549,115.6
HEADBUTT;POMMEL_STRIKE;SPITE,Headbutt + Pommel Strike + Spite,8,5.0,400.2,19.1,0.492,125.5
FLAME_BARRIER;PERFECTED_STRIKE;POMMEL_STRIKE,Flame Barrier + Perfected Strike + Pommel Strike,8,5.0,400.4,19.2,0.304,119.6
COLOSSUS;CRIMSON_MANTLE;UPPERCUT,Colossus + Crimson Mantle + Uppercut,8,5.0,400.4,19.2,0.467,120.2
CRIMSON_MANTLE;DOMINATE;POMMEL_STRIKE,Crimson Mantle + Dominate + Pommel Strike,8,5.0,400.4,19.2,0.479,117.8
BLOOD_WALL;POMMEL_STRIKE;UNRELENTING,Blood Wall + Pommel Strike + Unrelenting,8,5.0,400.6,19.4,0.376,116.5
BLOOD_WALL;BULLY;FEEL_NO_PAIN,Blood Wall + Bully + Feel No Pain,8,5.0,400.8,19.6,0.486,131.8
BATTLE_TRANCE;FIEND_FIRE;VICIOUS,Battle Trance + Fiend Fire + Vicious,8,5.0,400.8,19.6,0.508,117.5
EVIL_EYE;POMMEL_STRIKE;THUNDERCLAP,Evil Eye + Pommel Strike + Thunderclap,8,5.0,401,19.8,0.491,107.1
BLOODLETTING;BREAKTHROUGH;COLOSSUS,Bloodletting + Breakthrough + Colossus,8,5.0,401.2,20.1,0.487,111.5
FIEND_FIRE;FIGHT_ME;SHRUG_IT_OFF,Fiend Fire + Fight Me + Shrug It Off,8,5.0,401.5,20.3,0.495,116.1
MOLTEN_FIST;TAUNT;TRUE_GRIT,Molten Fist + Taunt + True Grit,8,5.0,401.6,20.4,0.494,119.6
IRON_WAVE;SHRUG_IT_OFF;TAUNT,Iron Wave + Shrug It Off + Taunt,8,5.0,401.8,20.6,0.424,118.2
BATTLE_TRANCE;BLOOD_WALL;INFERNO,Battle Trance + Blood Wall + Inferno,8,5.0,402.1,20.9,0.46,105.1
MOLTEN_FIST;RAGE;SHRUG_IT_OFF,Molten Fist + Rage + Shrug It Off,8,5.0,402.1,20.9,0.391,120.9
BLOODLETTING;BLOOD_WALL;SPITE,Bloodletting + Blood Wall + Spite,8,5.0,402.2,21.1,0.413,111.2
BURNING_PACT;STONE_ARMOR;TREMBLE,Burning Pact + Stone Armor + Tremble,8,5.0,402.2,21.1,0.426,130.2
HEADBUTT;POMMEL_STRIKE;UNRELENTING,Headbutt + Pommel Strike + Unrelenting,8,5.0,402.4,21.2,0.421,116
ASHEN_STRIKE;FORGOTTEN_RITUAL;POMMEL_STRIKE,Ashen Strike + Forgotten Ritual + Pommel Strike,8,5.0,402.5,21.3,0.553,114
BLOODLETTING;BLOOD_WALL;UNRELENTING,Bloodletting + Blood Wall + Unrelenting,8,5.0,402.5,21.3,0.383,119.1
BREAKTHROUGH;POMMEL_STRIKE;TRUE_GRIT,Breakthrough + Pommel Strike + True Grit,8,5.0,403.1,21.9,0.422,110.9
BLOODLETTING;DISMANTLE;SHRUG_IT_OFF,Bloodletting + Dismantle + Shrug It Off,8,5.0,403.2,22.1,0.532,122.5
CRUELTY;POMMEL_STRIKE;RAGE,Cruelty + Pommel Strike + Rage,8,5.0,403.2,22.1,0.381,121.2
SHOCKWAVE;SHRUG_IT_OFF;TRUE_GRIT,Shockwave + Shrug It Off + True Grit,8,5.0,403.4,22.2,0.439,128
CRUELTY;POMMEL_STRIKE;TRUE_GRIT,Cruelty + Pommel Strike + True Grit,8,5.0,403.5,22.3,0.392,114.9
ASHEN_STRIKE;BLOODLETTING;FIEND_FIRE,Ashen Strike + Bloodletting + Fiend Fire,8,5.0,403.5,22.3,0.534,116.8
BATTLE_TRANCE;DARK_EMBRACE;TRUE_GRIT,Battle Trance + Dark Embrace + True Grit,8,5.0,403.6,22.4,0.532,113.4
BATTLE_TRANCE;BLOOD_WALL;FIEND_FIRE,Battle Trance + Blood Wall + Fiend Fire,8,5.0,403.9,22.7,0.376,110.1
BLOODLETTING;BREAKTHROUGH;BURNING_PACT,Bloodletting + Breakthrough + Burning Pact,8,5.0,404,22.8,0.33,118.5
ARMAMENTS;EXPECT_A_FIGHT;FLAME_BARRIER,Armaments + Expect A Fight + Flame Barrier,8,5.0,404.2,23.1,0.565,121.4
BATTLE_TRANCE;RAGE;TREMBLE,Battle Trance + Rage + Tremble,8,5.0,404.4,23.2,0.61,115.6
HOWL_FROM_BEYOND;TRUE_GRIT;UPPERCUT,Howl From Beyond + True Grit + Uppercut,8,5.0,404.5,23.3,0.623,134.4
BLOOD_WALL;COLOSSUS;EVIL_EYE,Blood Wall + Colossus + Evil Eye,8,5.0,404.6,23.4,0.648,121.8
SECOND_WIND;TRUE_GRIT;UPPERCUT,Second Wind + True Grit + Uppercut,8,5.0,404.9,23.7,0.557,132.4
BLOOD_WALL;FIEND_FIRE;TREMBLE,Blood Wall + Fiend Fire + Tremble,8,5.0,405,23.8,0.6,120
BLOOD_WALL;FEEL_NO_PAIN;UPPERCUT,Blood Wall + Feel No Pain + Uppercut,8,5.0,405,23.8,0.523,130
ANGER;BURNING_PACT;UPPERCUT,Anger + Burning Pact + Uppercut,8,5.0,405.4,24.2,0.496,120.2
BATTLE_TRANCE;BLOODLETTING;TEAR_ASUNDER,Battle Trance + Bloodletting + Tear Asunder,8,5.0,405.6,24.4,0.471,110.1
EXPECT_A_FIGHT;IRON_WAVE;POMMEL_STRIKE,Expect A Fight + Iron Wave + Pommel Strike,8,5.0,405.6,24.4,0.451,117.6
BURNING_PACT;OFFERING;UPPERCUT,Burning Pact + Offering + Uppercut,8,5.0,405.8,24.6,0.457,123.1
ARMAMENTS;POMMEL_STRIKE;PYRE,Armaments + Pommel Strike + Pyre,8,5.0,405.8,24.6,0.527,117.9
HEADBUTT;OFFERING;UPPERCUT,Headbutt + Offering + Uppercut,8,5.0,405.8,24.6,0.507,110.2
PERFECTED_STRIKE;TAUNT;UPPERCUT,Perfected Strike + Taunt + Uppercut,8,5.0,406,24.8,0.364,119.2
OFFERING;UPPERCUT;VICIOUS,Offering + Uppercut + Vicious,8,5.0,406.1,24.9,0.516,108.2
COLOSSUS;DARK_EMBRACE;TRUE_GRIT,Colossus + Dark Embrace + True Grit,8,5.0,406.1,24.9,0.737,127.2
BLOOD_WALL;TRUE_GRIT;VICIOUS,Blood Wall + True Grit + Vicious,8,5.0,406.2,25.1,0.618,118.5
BLOODLETTING;OFFERING;STAMPEDE,Bloodletting + Offering + Stampede,8,5.0,406.5,25.3,0.449,114.4
BLOODLETTING;SHRUG_IT_OFF;TEAR_ASUNDER,Bloodletting + Shrug It Off + Tear Asunder,8,5.0,407.4,26.2,0.518,115.2
BLOODLETTING;BREAKTHROUGH;UPPERCUT,Bloodletting + Breakthrough + Uppercut,8,5.0,408,26.8,0.469,110
DRUM_OF_BATTLE;HEADBUTT;POMMEL_STRIKE,Drum Of Battle + Headbutt + Pommel Strike,8,5.0,408,26.8,0.533,116.8
BLOODLETTING;MAD_SCIENCE;TRUE_GRIT,Bloodletting + Mad Science + True Grit,8,5.0,408,26.8,0.491,107.8
BLOOD_WALL;FEEL_NO_PAIN;MOLTEN_FIST,Blood Wall + Feel No Pain + Molten Fist,8,5.0,408.1,26.9,0.472,121.1
BATTLE_TRANCE;CRUELTY;HEADBUTT,Battle Trance + Cruelty + Headbutt,8,5.0,408.1,26.9,0.353,119.8
POMMEL_STRIKE;SHRUG_IT_OFF;ULTIMATE_DEFEND,Pommel Strike + Shrug It Off + Ultimate Defend,8,5.0,408.2,27.1,0.629,115.6
CRIMSON_MANTLE;DOMINATE;SHRUG_IT_OFF,Crimson Mantle + Dominate + Shrug It Off,8,5.0,408.4,27.2,0.478,123.9
ASHEN_STRIKE;SHRUG_IT_OFF;STOKE,Ashen Strike + Shrug It Off + Stoke,8,5.0,408.5,27.3,0.511,117.5
CRIMSON_MANTLE;FEEL_NO_PAIN;UPPERCUT,Crimson Mantle + Feel No Pain + Uppercut,8,5.0,408.5,27.3,0.439,135.5
ASHEN_STRIKE;TREMBLE;VICIOUS,Ashen Strike + Tremble + Vicious,8,5.0,408.6,27.4,0.496,116.2
HEADBUTT;HOWL_FROM_BEYOND;UPPERCUT,Headbutt + Howl From Beyond + Uppercut,8,5.0,408.9,27.7,0.572,118.6
ARMAMENTS;PYRE;SHRUG_IT_OFF,Armaments + Pyre + Shrug It Off,8,5.0,409,27.8,0.562,129.1
INFERNO;UPPERCUT;VICIOUS,Inferno + Uppercut + Vicious,8,5.0,409.2,28.1,0.612,119
