card_ids,cards,runs_with_package,pct_runs_with_package,avg_damage,damage_vs_all_wins,avg_final_hp_fraction,avg_turns
ANGER;BURNING_PACT;COLOSSUS,Anger + Burning Pact + Colossus,8,5.0,342,-39.2,0.666,112
ARMAMENTS;BLOODLETTING;FORGOTTEN_RITUAL,Armaments + Bloodletting + Forgotten Ritual,8,5.0,342.4,-38.8,0.812,104.1
MANGLE;POMMEL_STRIKE;SHRUG_IT_OFF,Mangle + Pommel Strike + Shrug It Off,8,5.0,342.5,-38.7,0.397,113.1
COLOSSUS;DRUM_OF_BATTLE;SHRUG_IT_OFF,Colossus + Drum Of Battle + Shrug It Off,8,5.0,342.5,-38.7,0.788,116.1
BATTLE_TRANCE;BLOOD_WALL;THUNDERCLAP,Battle Trance + Blood Wall + Thunderclap,8,5.0,343.6,-37.6,0.438,99.8
ANGER;DOMINATE;THUNDERCLAP,Anger + Dominate + Thunderclap,8,5.0,343.8,-37.4,0.741,114.5
FORGOTTEN_RITUAL;SHRUG_IT_OFF;TAUNT,Forgotten Ritual + Shrug It Off + Taunt,8,5.0,344.9,-36.3,0.715,112.8
BATTLE_TRANCE;FEEL_NO_PAIN;HEADBUTT,Battle Trance + Feel No Pain + Headbutt,8,5.0,345,-36.2,0.563,116.2
BLOODLETTING;DOMINATE;UNMOVABLE,Bloodletting + Dominate + Unmovable,8,5.0,345,-36.2,0.656,120.4
ARMAMENTS;BATTLE_TRANCE;THUNDERCLAP,Armaments + Battle Trance + Thunderclap,8,5.0,345.1,-36.1,0.535,116.5
FINESSE;POMMEL_STRIKE;SHRUG_IT_OFF,Finesse + Pommel Strike + Shrug It Off,8,5.0,345.6,-35.6,0.637,119.6
ANGER;BLOOD_WALL;BURNING_PACT,Anger + Blood Wall + Burning Pact,8,5.0,345.6,-35.6,0.643,113.2
BATTLE_TRANCE;BURNING_PACT;COLOSSUS,Battle Trance + Burning Pact + Colossus,8,5.0,345.8,-35.4,0.533,112.2
BLOODLETTING;BREAK;COLOSSUS,Bloodletting + Break + Colossus,8,5.0,345.8,-35.4,0.589,110.4
DOMINATE;FEEL_NO_PAIN;FLAME_BARRIER,Dominate + Feel No Pain + Flame Barrier,8,5.0,345.8,-35.4,0.493,123.9
ANGER;EXPECT_A_FIGHT;SHRUG_IT_OFF,Anger + Expect A Fight + Shrug It Off,8,5.0,345.9,-35.3,0.557,122.8
DARK_EMBRACE;DOMINATE;SHRUG_IT_OFF,Dark Embrace + Dominate + Shrug It Off,8,5.0,346,-35.2,0.637,118.5
BLOODLETTING;DOMINATE;STOMP,Bloodletting + Dominate + Stomp,8,5.0,346.1,-35.1,0.561,107.2
BLOODLETTING;THRASH;TREMBLE,Bloodletting + Thrash + Tremble,8,5.0,347.9,-33.3,0.618,110.5
BLOODLETTING;BURNING_PACT;STOMP,Bloodletting + Burning Pact + Stomp,8,5.0,348.1,-33.1,0.503,106
COLOSSUS;RUPTURE;UPPERCUT,Colossus + Rupture + Uppercut,8,5.0,348.1,-33.1,0.563,103.4
HEADBUTT;IMPERVIOUS;POMMEL_STRIKE,Headbutt + Impervious + Pommel Strike,8,5.0,348.2,-32.9,0.627,107.5
DOMINATE;SHRUG_IT_OFF;UNMOVABLE,Dominate + Shrug It Off + Unmovable,8,5.0,348.5,-32.7,0.604,113.4
BLOODLETTING;BURNING_PACT;DARK_EMBRACE,Bloodletting + Burning Pact + Dark Embrace,8,5.0,348.6,-32.6,0.51,111
POMMEL_STRIKE;TREMBLE;UNMOVABLE,Pommel Strike + Tremble + Unmovable,8,5.0,348.9,-32.3,0.726,113.2
CRUELTY;POMMEL_STRIKE;TAUNT,Cruelty + Pommel Strike + Taunt,8,5.0,349.2,-31.9,0.382,114.8
BATTLE_TRANCE;FEEL_NO_PAIN;UPPERCUT,Battle Trance + Feel No Pain + Uppercut,8,5.0,349.4,-31.8,0.516,128.1
BLOODLETTING;FINESSE;SHRUG_IT_OFF,Bloodletting + Finesse + Shrug It Off,8,5.0,350.2,-30.9,0.62,117.4
BLOODLETTING;ONE_TWO_PUNCH;POMMEL_STRIKE,Bloodletting + One Two Punch + Pommel Strike,8,5.0,350.4,-30.8,0.515,104.5
FORGOTTEN_RITUAL;POMMEL_STRIKE;TAUNT,Forgotten Ritual + Pommel Strike + Taunt,8,5.0,350.4,-30.8,0.681,111.8
BLOODLETTING;EXPECT_A_FIGHT;FIGHT_ME,Bloodletting + Expect A Fight + Fight Me,8,5.0,351,-30.2,0.375,101.2
BLOODLETTING;PILLAGE;UPPERCUT,Bloodletting + Pillage + Uppercut,8,5.0,351.2,-29.9,0.654,118.8
ANGER;TAUNT;TREMBLE,Anger + Taunt + Tremble,8,5.0,351.5,-29.7,0.572,114.2
BURNING_PACT;DOMINATE;FLAME_BARRIER,Burning Pact + Dominate + Flame Barrier,8,5.0,352,-29.2,0.446,117.2
ARMAMENTS;BLOODLETTING;FINESSE,Armaments + Bloodletting + Finesse,8,5.0,352.5,-28.7,0.547,113.1
BLOODLETTING;EXPECT_A_FIGHT;UNMOVABLE,Bloodletting + Expect A Fight + Unmovable,8,5.0,352.5,-28.7,0.48,120.5
DOMINATE;OFFERING;TAUNT,Dominate + Offering + Taunt,8,5.0,352.6,-28.6,0.557,112.9
BLOODLETTING;STOMP;TREMBLE,Bloodletting + Stomp + Tremble,8,5.0,353.1,-28.1,0.596,109.2
BURNING_PACT;FLAME_BARRIER;TRUE_GRIT,Burning Pact + Flame Barrier + True Grit,8,5.0,353.2,-27.9,0.584,137.5
COLOSSUS;DOMINATE;EXPECT_A_FIGHT,Colossus + Dominate + Expect A Fight,8,5.0,353.4,-27.8,0.482,119
ASHEN_STRIKE;TAUNT;UPPERCUT,Ashen Strike + Taunt + Uppercut,8,5.0,353.8,-27.4,0.559,107.1
BLOODLETTING;STOKE;TAUNT,Bloodletting + Stoke + Taunt,8,5.0,353.9,-27.3,0.492,114.6
ANGER;POMMEL_STRIKE;RAGE,Anger + Pommel Strike + Rage,8,5.0,354.1,-27.1,0.531,107.9
BLOODLETTING;DRUM_OF_BATTLE;UPPERCUT,Bloodletting + Drum Of Battle + Uppercut,8,5.0,354.6,-26.6,0.667,115.4
BREAKTHROUGH;BURNING_PACT;POMMEL_STRIKE,Breakthrough + Burning Pact + Pommel Strike,8,5.0,355,-26.2,0.338,107.4
FIEND_FIRE;SHRUG_IT_OFF;TAUNT,Fiend Fire + Shrug It Off + Taunt,8,5.0,355.1,-26.1,0.533,117.6
BURNING_PACT;DOMINATE;TAUNT,Burning Pact + Dominate + Taunt,8,5.0,355.2,-25.9,0.513,110.2
BLOOD_WALL;IMPERVIOUS;POMMEL_STRIKE,Blood Wall + Impervious + Pommel Strike,8,5.0,355.4,-25.8,0.609,107.6
BURNING_PACT;HOWL_FROM_BEYOND;POMMEL_STRIKE,Burning Pact + Howl From Beyond + Pommel Strike,8,5.0,356,-25.2,0.721,121.8
POMMEL_STRIKE;STONE_ARMOR;TAUNT,Pommel Strike + Stone Armor + Taunt,8,5.0,356.2,-24.9,0.511,141.4
BRIGHTEST_FLAME;SHRUG_IT_OFF;TAUNT,Brightest Flame + Shrug It Off + Taunt,8,5.0,356.4,-24.8,0.622,114.5
FINESSE;POMMEL_STRIKE;TRUE_GRIT,Finesse + Pommel Strike + True Grit,8,5.0,356.4,-24.8,0.52,122.4
ANGER;FORGOTTEN_RITUAL;POMMEL_STRIKE,Anger + Forgotten Ritual + Pommel Strike,8,5.0,356.6,-24.6,0.638,103.9
BLOODLETTING;DOMINATE;RUPTURE,Bloodletting + Dominate + Rupture,8,5.0,356.9,-24.3,0.515,107
SHRUG_IT_OFF;TRUE_GRIT;UNMOVABLE,Shrug It Off + True Grit + Unmovable,8,5.0,357.1,-24.1,0.501,113.8
BURNING_PACT;CRUELTY;POMMEL_STRIKE,Burning Pact + Cruelty + Pommel Strike,8,5.0,357.4,-23.8,0.329,116.4
HEADBUTT;RUPTURE;TRUE_GRIT,Headbutt + Rupture + True Grit,8,5.0,357.5,-23.7,0.576,120.8
BLOODLETTING;BLOOD_WALL;UNMOVABLE,Bloodletting + Blood Wall + Unmovable,8,5.0,357.9,-23.3,0.689,120.9
BLOODLETTING;EXPECT_A_FIGHT;THUNDERCLAP,Bloodletting + Expect A Fight + Thunderclap,8,5.0,358.1,-23.1,0.54,114.4
DOMINATE;POMMEL_STRIKE;STOMP,Dominate + Pommel Strike + Stomp,8,5.0,358.2,-22.9,0.517,112.6
ARMAMENTS;BURNING_PACT;UPPERCUT,Armaments + Burning Pact + Uppercut,8,5.0,358.4,-22.8,0.517,141.9
HEADBUTT;SHRUG_IT_OFF;STOMP,Headbutt + Shrug It Off + Stomp,8,5.0,358.9,-22.3,0.445,110.5
BLOODLETTING;IMPERVIOUS;TREMBLE,Bloodletting + Impervious + Tremble,8,5.0,359,-22.2,0.577,119.2
ASHEN_STRIKE;OFFERING;POMMEL_STRIKE,Ashen Strike + Offering + Pommel Strike,8,5.0,359.4,-21.8,0.474,105.2
DOMINATE;FIEND_FIRE;TREMBLE,Dominate + Fiend Fire + Tremble,8,5.0,360,-21.2,0.62,128.4
ARMAMENTS;DOMINATE;UPPERCUT,Armaments + Dominate + Uppercut,8,5.0,360,-21.2,0.509,116.2
DOMINATE;EXPECT_A_FIGHT;THUNDERCLAP,Dominate + Expect A Fight + Thunderclap,8,5.0,360,-21.2,0.543,117.9
OFFERING;THRASH;TRUE_GRIT,Offering + Thrash + True Grit,8,5.0,360.2,-20.9,0.448,125.9
BLOODLETTING;BURNING_PACT;IMPERVIOUS,Bloodletting + Burning Pact + Impervious,8,5.0,360.5,-20.7,0.65,127.2
COLOSSUS;HEADBUTT;THUNDERCLAP,Colossus + Headbutt + Thunderclap,8,5.0,360.5,-20.7,0.608,114.8
HOWL_FROM_BEYOND;POMMEL_STRIKE;TAUNT,Howl From Beyond + Pommel Strike + Taunt,8,5.0,360.9,-20.3,0.646,117.8
HOWL_FROM_BEYOND;SHRUG_IT_OFF;TAUNT,Howl From Beyond + Shrug It Off + Taunt,8,5.0,360.9,-20.3,0.646,117.8
AGGRESSION;SHRUG_IT_OFF;TAUNT,Aggression + Shrug It Off + Taunt,8,5.0,360.9,-20.3,0.592,112
DOMINATE;EVIL_EYE;OFFERING,Dominate + Evil Eye + Offering,8,5.0,361.8,-19.4,0.558,107.4
FEEL_NO_PAIN;HOWL_FROM_BEYOND;TRUE_GRIT,Feel No Pain + Howl From Beyond + True Grit,8,5.0,362,-19.2,0.65,135.8
BLOODLETTING;FINESSE;POMMEL_STRIKE,Bloodletting + Finesse + Pommel Strike,8,5.0,362.1,-19.1,0.585,118.6
BLOOD_WALL;EVIL_EYE;EXPECT_A_FIGHT,Blood Wall + Evil Eye + Expect A Fight,8,5.0,363.2,-17.9,0.403,106.9
COLOSSUS;FIEND_FIRE;SHRUG_IT_OFF,Colossus + Fiend Fire + Shrug It Off,8,5.0,363.2,-17.9,0.615,122.4
EXTERMINATE;POMMEL_STRIKE;SHRUG_IT_OFF,Exterminate + Pommel Strike + Shrug It Off,8,5.0,363.9,-17.3,0.419,92.9
BLOODLETTING;BURNING_PACT;MANGLE,Bloodletting + Burning Pact + Mangle,8,5.0,364.2,-16.9,0.464,112.8
BLOODLETTING;BLUDGEON;TREMBLE,Bloodletting + Bludgeon + Tremble,8,5.0,364.4,-16.8,0.509,112.5
ARMAMENTS;DOMINATE;EXPECT_A_FIGHT,Armaments + Dominate + Expect A Fight,8,5.0,364.6,-16.6,0.511,120.6
BLOODLETTING;STOKE;UNMOVABLE,Bloodletting + Stoke + Unmovable,8,5.0,364.8,-16.4,0.589,120.1
ASHEN_STRIKE;BATTLE_TRANCE;UPPERCUT,Ashen Strike + Battle Trance + Uppercut,8,5.0,365.4,-15.8,0.552,114.1
POMMEL_STRIKE;TAUNT;THUNDERCLAP,Pommel Strike + Taunt + Thunderclap,8,5.0,365.8,-15.4,0.491,113.4
ANGER;HEADBUTT;TAUNT,Anger + Headbutt + Taunt,8,5.0,365.9,-15.3,0.551,119.1
EXPECT_A_FIGHT;POMMEL_STRIKE;UNMOVABLE,Expect A Fight + Pommel Strike + Unmovable,8,5.0,365.9,-15.3,0.399,119.2
BRIGHTEST_FLAME;POMMEL_STRIKE;SHRUG_IT_OFF,Brightest Flame + Pommel Strike + Shrug It Off,8,5.0,366,-15.2,0.59,114.2
BATTLE_TRANCE;BURNING_PACT;EXPECT_A_FIGHT,Battle Trance + Burning Pact + Expect A Fight,8,5.0,366.1,-15.1,0.453,124.1
BLOODLETTING;BULLY;SHRUG_IT_OFF,Bloodletting + Bully + Shrug It Off,8,5.0,366.1,-15.1,0.607,100.9
HOWL_FROM_BEYOND;SHRUG_IT_OFF;VICIOUS,Howl From Beyond + Shrug It Off + Vicious,8,5.0,366.2,-14.9,0.647,122.1
DOMINATE;FEEL_NO_PAIN;RAGE,Dominate + Feel No Pain + Rage,8,5.0,366.2,-14.9,0.572,117.2
BURNING_PACT;FIGHT_ME;POMMEL_STRIKE,Burning Pact + Fight Me + Pommel Strike,8,5.0,366.4,-14.8,0.445,111.9
DOMINATE;FEEL_NO_PAIN;VICIOUS,Dominate + Feel No Pain + Vicious,8,5.0,366.4,-14.8,0.57,108.4
BODY_SLAM;POMMEL_STRIKE;SHRUG_IT_OFF,Body Slam + Pommel Strike + Shrug It Off,8,5.0,366.4,-14.8,0.616,136.9
FEEL_NO_PAIN;TRUE_GRIT;VICIOUS,Feel No Pain + True Grit + Vicious,8,5.0,366.8,-14.4,0.703,127.1
BLOOD_WALL;CRUELTY;SHRUG_IT_OFF,Blood Wall + Cruelty + Shrug It Off,8,5.0,366.8,-14.4,0.353,120.2
FEEL_NO_PAIN;FIEND_FIRE;TREMBLE,Feel No Pain + Fiend Fire + Tremble,8,5.0,366.9,-14.3,0.601,123
EXPECT_A_FIGHT;HEADBUTT;TRUE_GRIT,Expect A Fight + Headbutt + True Grit,8,5.0,366.9,-14.3,0.58,121.2
RUPTURE;SHRUG_IT_OFF;TRUE_GRIT,Rupture + Shrug It Off + True Grit,8,5.0,367,-14.2,0.591,115.9
ARMAMENTS;DOMINATE;FLAME_BARRIER,Armaments + Dominate + Flame Barrier,8,5.0,367.1,-14.1,0.549,124.6
ARMAMENTS;DOMINATE;FIEND_FIRE,Armaments + Dominate + Fiend Fire,8,5.0,367.4,-13.8,0.455,115.6
ASHEN_STRIKE;BATTLE_TRANCE;COLOSSUS,Ashen Strike + Battle Trance + Colossus,8,5.0,367.5,-13.7,0.63,109.9
CASCADE;HEADBUTT;SHRUG_IT_OFF,Cascade X + Headbutt + Shrug It Off,8,5.0,367.8,-13.4,0.51,113.5
POMMEL_STRIKE;RAGE;TAUNT,Pommel Strike + Rage + Taunt,8,5.0,368.1,-13.1,0.377,138
FIEND_FIRE;HEADBUTT;TRUE_GRIT,Fiend Fire + Headbutt + True Grit,8,5.0,368.5,-12.7,0.548,123.9
BLOODLETTING;BLUDGEON;FEEL_NO_PAIN,Bloodletting + Bludgeon + Feel No Pain,8,5.0,368.6,-12.6,0.557,112
ANGER;OFFERING;POMMEL_STRIKE,Anger + Offering + Pommel Strike,8,5.0,369.4,-11.8,0.476,110.2
EVIL_EYE;POMMEL_STRIKE;STOMP,Evil Eye + Pommel Strike + Stomp,8,5.0,369.5,-11.7,0.449,109.6
BLOOD_WALL;EXPECT_A_FIGHT;TAUNT,Blood Wall + Expect A Fight + Taunt,8,5.0,370,-11.2,0.351,114
DOMINATE;FLAME_BARRIER;OFFERING,Dominate + Flame Barrier + Offering,8,5.0,370,-11.2,0.435,127.2
DRUM_OF_BATTLE;SHRUG_IT_OFF;UPPERCUT,Drum Of Battle + Shrug It Off + Uppercut,8,5.0,370.1,-11.1,0.644,113.8
BLOODLETTING;CASCADE;COLOSSUS,Bloodletting + Cascade X + Colossus,8,5.0,370.8,-10.4,0.512,109.5
TAUNT;TREMBLE;UPPERCUT,Taunt + Tremble + Uppercut,8,5.0,370.9,-10.3,0.589,123.2
COLOSSUS;DRUM_OF_BATTLE;POMMEL_STRIKE,Colossus + Drum Of Battle + Pommel Strike,8,5.0,370.9,-10.3,0.706,117.5
BATTLE_TRANCE;FIGHT_ME;SHRUG_IT_OFF,Battle Trance + Fight Me + Shrug It Off,8,5.0,371,-10.2,0.45,106.8
BURNING_PACT;HEADBUTT;TRUE_GRIT,Burning Pact + Headbutt + True Grit,8,5.0,371,-10.2,0.471,111.5
BLOODLETTING;FORGOTTEN_RITUAL;RAGE,Bloodletting + Forgotten Ritual + Rage,8,5.0,371.1,-10.1,0.645,117.8
COLOSSUS;UNMOVABLE;UPPERCUT,Colossus + Unmovable + Uppercut,8,5.0,371.4,-9.8,0.658,122.9
FEEL_NO_PAIN;HOWL_FROM_BEYOND;POMMEL_STRIKE,Feel No Pain + Howl From Beyond + Pommel Strike,8,5.0,371.5,-9.7,0.672,128.4
BRAND;BURNING_PACT;POMMEL_STRIKE,Brand + Burning Pact + Pommel Strike,8,5.0,371.5,-9.7,0.44,115.6
CRUELTY;POMMEL_STRIKE;UPPERCUT,Cruelty + Pommel Strike + Uppercut,8,5.0,371.6,-9.6,0.369,112.4
AGGRESSION;BURNING_PACT;POMMEL_STRIKE,Aggression + Burning Pact + Pommel Strike,8,5.0,371.6,-9.6,0.507,116.5
BURNING_PACT;DOMINATE;RAGE,Burning Pact + Dominate + Rage,8,5.0,371.8,-9.4,0.448,117.5
ASHEN_STRIKE;DOMINATE;TAUNT,Ashen Strike + Dominate + Taunt,8,5.0,372.2,-8.9,0.633,116.9
BLOOD_WALL;POMMEL_STRIKE;UNMOVABLE,Blood Wall + Pommel Strike + Unmovable,8,5.0,372.2,-8.9,0.611,118.1
BURNING_PACT;STAMPEDE;TAUNT,Burning Pact + Stampede + Taunt,8,5.0,372.5,-8.7,0.543,118
COLOSSUS;FEEL_NO_PAIN;TRUE_GRIT,Colossus + Feel No Pain + True Grit,8,5.0,372.5,-8.7,0.588,126.5
BURNING_PACT;DOMINATE;VICIOUS,Burning Pact + Dominate + Vicious,8,5.0,372.9,-8.3,0.464,109.9
BLOODLETTING;BREAK;TREMBLE,Bloodletting + Break + Tremble,8,5.0,373.1,-8.1,0.515,107.6
BLOOD_WALL;BODY_SLAM;SHRUG_IT_OFF,Blood Wall + Body Slam + Shrug It Off,8,5.0,373.1,-8.1,0.565,134.5
BLOODLETTING;HEADBUTT;STOMP,Bloodletting + Headbutt + Stomp,8,5.0,373.2,-7.9,0.53,108.1
ASHEN_STRIKE;DOMINATE;HEADBUTT,Ashen Strike + Dominate + Headbutt,8,5.0,373.5,-7.7,0.528,109.8
ANGER;BLOODLETTING;FLAME_BARRIER,Anger + Bloodletting + Flame Barrier,8,5.0,373.5,-7.7,0.591,108.1
ANGER;FIEND_FIRE;POMMEL_STRIKE,Anger + Fiend Fire + Pommel Strike,8,5.0,373.6,-7.6,0.535,116.9
ANGER;PILLAGE;TREMBLE,Anger + Pillage + Tremble,8,5.0,373.8,-7.4,0.685,117.4
BURNING_PACT;COLOSSUS;FORGOTTEN_RITUAL,Burning Pact + Colossus + Forgotten Ritual,8,5.0,373.8,-7.4,0.622,116.9
DOMINATE;PERFECTED_STRIKE;TAUNT,Dominate + Perfected Strike + Taunt,8,5.0,373.9,-7.3,0.393,110.2
HOWL_FROM_BEYOND;POMMEL_STRIKE;TRUE_GRIT,Howl From Beyond + Pommel Strike + True Grit,8,5.0,374,-7.2,0.713,135.1
BLOOD_WALL;FORGOTTEN_RITUAL;TRUE_GRIT,Blood Wall + Forgotten Ritual + True Grit,8,5.0,374,-7.2,0.518,108.1
ASHEN_STRIKE;TAUNT;VICIOUS,Ashen Strike + Taunt + Vicious,8,5.0,374.2,-6.9,0.608,111.6
BURNING_PACT;SECOND_WIND;TAUNT,Burning Pact + Second Wind + Taunt,8,5.0,374.4,-6.8,0.491,110.1
ARMAMENTS;TRUE_GRIT;VICIOUS,Armaments + True Grit + Vicious,8,5.0,374.5,-6.7,0.614,117.1
BLOODLETTING;FLAME_BARRIER;UNMOVABLE,Bloodletting + Flame Barrier + Unmovable,8,5.0,374.5,-6.7,0.564,126
FLAME_BARRIER;POMMEL_STRIKE;UNMOVABLE,Flame Barrier + Pommel Strike + Unmovable,8,5.0,374.5,-6.7,0.564,126
COLOSSUS;CRUELTY;POMMEL_STRIKE,Colossus + Cruelty + Pommel Strike,8,5.0,374.8,-6.4,0.459,108.5
BLOODLETTING;DOMINATE;PACTS_END,Bloodletting + Dominate + Pacts End,8,5.0,375,-6.2,0.477,114
SECOND_WIND;SHRUG_IT_OFF;TAUNT,Second Wind + Shrug It Off + Taunt,8,5.0,375.2,-5.9,0.583,113.1
BLOOD_WALL;INFERNO;RUPTURE,Blood Wall + Inferno + Rupture,8,5.0,375.4,-5.8,0.529,110.6
BURNING_PACT;STAMPEDE;UPPERCUT,Burning Pact + Stampede + Uppercut,8,5.0,375.5,-5.7,0.53,124.6
EVIL_EYE;FEEL_NO_PAIN;OFFERING,Evil Eye + Feel No Pain + Offering,8,5.0,375.5,-5.7,0.577,116.4
BATTLE_TRANCE;SHRUG_IT_OFF;STOMP,Battle Trance + Shrug It Off + Stomp,8,5.0,375.6,-5.6,0.48,115.9
BATTLE_TRANCE;FORGOTTEN_RITUAL;THUNDERCLAP,Battle Trance + Forgotten Ritual + Thunderclap,8,5.0,375.8,-5.4,0.598,118.2
ANGER;BLOOD_WALL;HEADBUTT,Anger + Blood Wall + Headbutt,8,5.0,375.8,-5.4,0.684,123.8
ARMAMENTS;HOWL_FROM_BEYOND;TRUE_GRIT,Armaments + Howl From Beyond + True Grit,8,5.0,375.9,-5.3,0.645,132
BURNING_PACT;SECOND_WIND;UPPERCUT,Burning Pact + Second Wind + Uppercut,8,5.0,376.2,-4.9,0.621,126.1
RAGE;SHRUG_IT_OFF;THUNDERCLAP,Rage + Shrug It Off + Thunderclap,8,5.0,376.2,-4.9,0.538,116.5
BATTLE_TRANCE;POMMEL_STRIKE;STOMP,Battle Trance + Pommel Strike + Stomp,8,5.0,376.5,-4.7,0.457,109.4
BURNING_PACT;FIEND_FIRE;HEADBUTT,Burning Pact + Fiend Fire + Headbutt,8,5.0,376.5,-4.7,0.429,111.1
ARMAMENTS;ASHEN_STRIKE;BLOODLETTING,Armaments + Ashen Strike + Bloodletting,8,5.0,376.6,-4.6,0.435,116
DOMINATE;EXTERMINATE;POMMEL_STRIKE,Dominate + Exterminate + Pommel Strike,8,5.0,376.8,-4.4,0.472,99.2
ARMAMENTS;BATTLE_TRANCE;SECOND_WIND,Armaments + Battle Trance + Second Wind,8,5.0,376.8,-4.4,0.605,112
ARMAMENTS;FLAME_BARRIER;TRUE_GRIT,Armaments + Flame Barrier + True Grit,8,5.0,376.9,-4.3,0.599,142.6
SHRUG_IT_OFF;THRASH;THUNDERCLAP,Shrug It Off + Thrash + Thunderclap,8,5.0,376.9,-4.3,0.496,109
BLOODLETTING;EVIL_EYE;THUNDERCLAP,Bloodletting + Evil Eye + Thunderclap,8,5.0,377,-4.2,0.585,99.9
POMMEL_STRIKE;STOMP;UPPERCUT,Pommel Strike + Stomp + Uppercut,8,5.0,377.1,-4.1,0.55,121.9
BATTLE_TRANCE;POMMEL_STRIKE;THRASH,Battle Trance + Pommel Strike + Thrash,8,5.0,377.2,-3.9,0.374,110.8
BLOOD_WALL;THUNDERCLAP;TREMBLE,Blood Wall + Thunderclap + Tremble,8,5.0,377.4,-3.8,0.593,110.1
DOMINATE;FORGOTTEN_RITUAL;VICIOUS,Dominate + Forgotten Ritual + Vicious,8,5.0,377.4,-3.8,0.7,111.1
BLOODLETTING;RUPTURE;TREMBLE,Bloodletting + Rupture + Tremble,8,5.0,377.6,-3.6,0.579,120.9
COLOSSUS;POMMEL_STRIKE;RUPTURE,Colossus + Pommel Strike + Rupture,8,5.0,377.8,-3.4,0.582,107.2
BURNING_PACT;FIEND_FIRE;UPPERCUT,Burning Pact + Fiend Fire + Uppercut,8,5.0,377.8,-3.4,0.507,113.9
BURNING_PACT;FLAME_BARRIER;TAUNT,Burning Pact + Flame Barrier + Taunt,8,5.0,377.9,-3.3,0.555,135.5
BLOODLETTING;BURNING_PACT;HOWL_FROM_BEYOND,Bloodletting + Burning Pact + Howl From Beyond,8,5.0,378.2,-2.9,0.68,114.4
BULLY;FEEL_NO_PAIN;SHRUG_IT_OFF,Bully + Feel No Pain + Shrug It Off,8,5.0,378.2,-2.9,0.544,126.8
BULLY;POMMEL_STRIKE;TREMBLE,Bully + Pommel Strike + Tremble,8,5.0,378.5,-2.7,0.496,127.4
SHRUG_IT_OFF;STONE_ARMOR;UPPERCUT,Shrug It Off + Stone Armor + Uppercut,8,5.0,378.5,-2.7,0.577,137.6
HEADBUTT;STONE_ARMOR;TREMBLE,Headbutt + Stone Armor + Tremble,8,5.0,378.9,-2.3,0.464,129.5
BURNING_PACT;OFFERING;TREMBLE,Burning Pact + Offering + Tremble,8,5.0,379.1,-2.1,0.44,115.2
BURNING_PACT;FORGOTTEN_RITUAL;INFERNAL_BLADE,Burning Pact + Forgotten Ritual + Infernal Blade,8,5.0,379.2,-1.9,0.566,123.1
FORGOTTEN_RITUAL;INFERNAL_BLADE;SHRUG_IT_OFF,Forgotten Ritual + Infernal Blade + Shrug It Off,8,5.0,379.2,-1.9,0.566,123.1
BLOODLETTING;BREAK;TRUE_GRIT,Bloodletting + Break + True Grit,8,5.0,379.9,-1.3,0.584,112.2
ASHEN_STRIKE;BLOOD_WALL;VICIOUS,Ashen Strike + Blood Wall + Vicious,8,5.0,380,-1.2,0.512,110
DOMINATE;HEADBUTT;TAUNT,Dominate + Headbutt + Taunt,8,5.0,380.1,-1.1,0.536,112.5
BLOODLETTING;DOMINATE;UNRELENTING,Bloodletting + Dominate + Unrelenting,8,5.0,380.2,-0.9,0.362,109.1
BATTLE_TRANCE;RAGE;THUNDERCLAP,Battle Trance + Rage + Thunderclap,8,5.0,380.2,-0.9,0.484,114.4
HEADBUTT;OFFERING;TREMBLE,Headbutt + Offering + Tremble,8,5.0,380.5,-0.7,0.438,110.6
DOMINATE;SECOND_WIND;SHRUG_IT_OFF,Dominate + Second Wind + Shrug It Off,8,5.0,380.9,-0.3,0.707,117.6
BLOODLETTING;HEMOKINESIS;UPPERCUT,Bloodletting + Hemokinesis + Uppercut,8,5.0,381,-0.2,0.456,105.5
FEEL_NO_PAIN;OFFERING;UPPERCUT,Feel No Pain + Offering + Uppercut,8,5.0,381.1,-0.1,0.478,125.6
HEMOKINESIS;POMMEL_STRIKE;TRUE_GRIT,Hemokinesis + Pommel Strike + True Grit,8,5.0,381.2,0.1,0.49,128
ANGER;PILLAGE;POMMEL_STRIKE,Anger + Pillage + Pommel Strike,8,5.0,381.5,0.3,0.669,113.2
EXPECT_A_FIGHT;FIEND_FIRE;HEADBUTT,Expect A Fight + Fiend Fire + Headbutt,8,5.0,381.6,0.4,0.427,108.9
DARK_EMBRACE;TRUE_GRIT;UPPERCUT,Dark Embrace + True Grit + Uppercut,8,5.0,381.6,0.4,0.643,124.9
BATTLE_TRANCE;BLOOD_WALL;MOLTEN_FIST,Battle Trance + Blood Wall + Molten Fist,8,5.0,381.8,0.6,0.406,111.2
BLOODLETTING;DEMON_FORM;SHRUG_IT_OFF,Bloodletting + Demon Form + Shrug It Off,8,5.0,381.9,0.7,0.513,121
PERFECTED_STRIKE;POMMEL_STRIKE;UNMOVABLE,Perfected Strike + Pommel Strike + Unmovable,8,5.0,382,0.8,0.523,126.1
BATTLE_TRANCE;FIGHT_ME;POMMEL_STRIKE,Battle Trance + Fight Me + Pommel Strike,8,5.0,382.1,0.9,0.398,107.5
EXPECT_A_FIGHT;HOWL_FROM_BEYOND;SHRUG_IT_OFF,Expect A Fight + Howl From Beyond + Shrug It Off,8,5.0,382.1,0.9,0.564,129
